REGIONE;ANNO;STRUTTURA;Totale valore della produzione (A); 	   Totale costi della produzione (B);Totale proventi e oneri finanziari (C); 	   Totale rettifiche di valore di attivita' finanziarie (D);Totale proventi e oneri straordinari (E); 	   Totale imposte e tasse;RISULTATO DI ESERCIZIO
SICILIA;2003;ASL TRAPANI;388913;399363;-3223;0;-2950;9442;-26065
SICILIA;2006;ACCENTRATA REGIONALE;462087;462087;0;0;0;0;0
SICILIA;2006;A.R.N. CIVICO DI CRISTINA E M. ASCOLI;288070;310382;-1955;-2;-15147;12165;-51581
SICILIA;2006;AZIENDA OSPEDALIERA GARIBALDI;178175;198588;-1454;0;-3885;9062;-34814
SICILIA;2006;AZ.OSP.V.EMANUELE FERRAROTTO S.BAMBINO;229991;228971;-954;0;9206;10145;-873
SICILIA;2006;S.ELIA;89458;84301;-387;0;2489;4084;3175
SICILIA;2006;CANNIZZARO;142888;146038;-829;0;-5749;6115;-15843
SICILIA;2006;PAPARDO;94189;102512;-802;0;-2395;4264;-15784
SICILIA;2006;VILLA SOFIA E CTO;124282;131064;-36;0;-5315;6053;-18186
SICILIA;2006;S. GIOVANNI DI DIO;58231;67634;-298;0;-123;3013;-12837
SICILIA;2006;GRAVINA;77603;73035;299;0;-5196;3523;-3852
SICILIA;2006;UMBERTO I;53725;60343;-424;0;36;3173;-10179
SICILIA;2006;AZIENDA OSPEDALIERA VITTORIO EMANUELE;40330;38280;-120;0;-743;1740;-553
SICILIA;2006;PIEMONTE;42521;58325;-467;0;-121;2915;-19307
SICILIA;2006;CERVELLO;102596;112419;-1113;0;-4950;5256;-21142
SICILIA;2006;OSPEDALE CIVILE - M. P. AREZZO;83657;85948;-424;0;1333;3725;-5107
SICILIA;2006;UMBERTO I;77689;87375;-233;0;-390;4045;-14354
SICILIA;2006;S. ANTONIO ABATE;74116;72003;5;0;1291;3225;184
SICILIA;2006;OSPEDALI CIVILI RIUNITI DI SCIACCA;56907;56396;-133;0;1191;2165;-596
SICILIA;2006;POLICLINICO UNIVERSITARIO `P.GIACCONE`;177513;172751;-1157;0;-8669;7719;-12783
SICILIA;2006;POLICLINICO UNIVERSITARIO;157459;163347;-568;0;4677;6352;-8131
SICILIA;2006;POLICLINICO DELL`UNIVERSITA` DI CATANIA;96175;101460;8;0;30;3388;-8635
SICILIA;2006;CONSOLIDATO REGIONALE;7739631;8217475;-59682;-2;-138927;220371;-896826
SICILIA;2006;AGRIGENTO;409137;451002;-2928;0;4340;9445;-49898
SICILIA;2006;CALTANISSETTA;229192;254757;-1226;0;-2684;6671;-36146
SICILIA;2006;CATANIA;968133;1158928;-11855;0;33094;18315;-187871
SICILIA;2006;ENNA;175455;199077;-1912;0;-1490;6780;-33804
SICILIA;2006;MESSINA;768233;847413;-4955;0;19915;20924;-85144
SICILIA;2006;PALERMO;1284281;1249785;-15483;0;-173135;22973;-177095
SICILIA;2006;RAGUSA;331949;340550;-4406;0;5370;10038;-17675
SICILIA;2006;SIRACUSA;399672;442228;-3196;0;-3514;10486;-59752
SICILIA;2006;TRAPANI;465917;460476;-2679;0;11607;12612;1757
SICILIA;2007;ACCENTRATA REGIONALE;475545;466814;0;0;0;1539;7192
SICILIA;2007;A.R.N. CIVICO DI CRISTINA E M. ASCOLI;304405;316990;-3883;-20;-1964;12763;-31215
SICILIA;2007;AZIENDA OSPEDALIERA GARIBALDI;191181;200714;-2980;0;-356;8590;-21459
SICILIA;2007;AZ.OSP.V.EMANUELE FERRAROTTO S.BAMBINO;240599;234958;-1509;0;-761;9172;-5801
SICILIA;2007;S.ELIA;89357;84520;-296;0;288;3576;1253
SICILIA;2007;CANNIZZARO;149309;150238;-1546;0;-1163;5561;-9199
SICILIA;2007;PAPARDO;94882;97295;-1012;0;-2150;4341;-9916
SICILIA;2007;VILLA SOFIA E CTO;133508;128756;-327;0;-1077;5679;-2331
SICILIA;2007;S. GIOVANNI DI DIO;63383;71671;-345;0;1722;3703;-10614
SICILIA;2007;GRAVINA;78292;74000;-24;0;107;3750;625
SICILIA;2007;UMBERTO I;57343;59870;-630;0;-856;2974;-6987
SICILIA;2007;AZIENDA OSPEDALIERA VITTORIO EMANUELE;39834;37657;-154;0;-487;2156;-620
SICILIA;2007;PIEMONTE;45073;57845;-1193;0;-183;2744;-16892
SICILIA;2007;CERVELLO;108440;112124;-2055;0;-53;4925;-10717
SICILIA;2007;OSPEDALE CIVILE - M. P. AREZZO;84653;85413;-560;0;2089;3744;-2975
SICILIA;2007;UMBERTO I;79481;86008;-609;0;372;3850;-10614
SICILIA;2007;S. ANTONIO ABATE;77572;75876;15;0;994;3454;-749
SICILIA;2007;OSPEDALI CIVILI RIUNITI DI SCIACCA;57026;56561;-245;0;-562;2185;-2527
SICILIA;2007;POLICLINICO UNIVERSITARIO `P.GIACCONE`;182169;175872;-987;0;306;7072;-1456
SICILIA;2007;POLICLINICO UNIVERSITARIO;176351;180451;-1459;0;-3903;6963;-16425
SICILIA;2007;POLICLINICO DELL`UNIVERSITA` DI CATANIA;106523;104800;-36;0;772;3123;-664
SICILIA;2007;CONSOLIDATO REGIONALE;7926175;8201228;-106801;-20;-13890;221908;-617672
SICILIA;2007;IRCCS CENTRO NEUROLESI BONINO-PULEJO;19717;16728;60;0;-36;436;2577
SICILIA;2007;AGRIGENTO;424094;437418;-5209;0;-6381;9784;-34698
SICILIA;2007;CALTANISSETTA;231015;245128;-1756;0;-130;6106;-22105
SICILIA;2007;CATANIA;1034392;1145259;-20431;0;1247;19921;-149972
SICILIA;2007;ENNA;186318;202334;-3142;0;-1097;6334;-26589
SICILIA;2007;MESSINA;786495;840194;-14490;0;17919;20538;-70808
SICILIA;2007;PALERMO;1177370;1226789;-27187;0;-9640;26074;-112320
SICILIA;2007;RAGUSA;340338;333064;-5129;0;-2588;9572;-10015
SICILIA;2007;SIRACUSA;410565;433219;-6183;0;-360;9912;-39109
SICILIA;2007;TRAPANI;480945;462662;-3499;0;-5959;11367;-2542
SICILIA;2004;ACCENTRATA REGIONALE;653827;685044;0;0;0;0;-31217
SICILIA;2004;A.O. A.R.N. CIVICO DI CRISTINA E M. ASCOLI;267722;276603;-419;-48;-2877;10988;-23213
SICILIA;2004;A.O. AZIENDA OSPEDALIERA GARIBALDI;163830;160756;-203;0;165;7253;-4217
SICILIA;2004;A.O. AZ.OSP.V.EMANUELE FERRAROTTO S.BAMBINO;197087;197682;-234;0;-8555;8806;-18190
SICILIA;2004;A.O. S.ELIA;72289;69668;-160;0;-1545;3416;-2500
SICILIA;2004;A.O. CANNIZZARO;127119;124479;-1378;0;-119;5047;-3904
SICILIA;2004;A.O. PAPARDO;93180;93905;-457;0;-4462;3761;-9405
SICILIA;2004;A.O. VILLA SOFIA E CTO;123135;115501;-683;0;-966;5923;62
SICILIA;2004;A.O. S. GIOVANNI DI DIO;54312;60231;-286;0;-2330;2726;-11261
SICILIA;2004;A.O. GRAVINA;67167;64602;162;0;395;3097;25
SICILIA;2004;A.O. UMBERTO I;50898;48648;-312;0;-1670;2599;-2331
SICILIA;2004;A.O. AZIENDA OSPEDALIERA VITTORIO EMANUELE;34576;35805;-126;0;-3595;1833;-6783
SICILIA;2004;A.O. PIEMONTE;50124;55241;-114;0;-6317;3028;-14576
SICILIA;2004;A.O. CERVELLO;91419;96212;-496;0;-2225;4554;-12068
SICILIA;2004;A.O. OSPEDALE CIVILE - M. P. AREZZO;85645;82012;-82;0;-2884;3312;-2645
SICILIA;2004;A.O. UMBERTO I;79949;80373;-180;0;-3402;3849;-7855
SICILIA;2004;A.O. S. ANTONIO ABATE;65837;62063;0;0;-4945;2952;-4123
SICILIA;2004;A.O. OSPEDALI CIVILI RIUNITI DI SCIACCA;49195;46804;-49;0;68;1908;502
SICILIA;2004;CONSOLIDATO REGIONALE;6759124;7415294;-22224;-48;-89092;177842;-945376
SICILIA;2004;ASL AGRIGENTO;368906;414466;-690;0;-157;7964;-54371
SICILIA;2004;ASL CALTANISSETTA;210997;228868;-213;0;-4423;5735;-28242
SICILIA;2004;ASL CATANIA;887122;1062938;-3407;0;1400;14439;-192262
SICILIA;2004;ASL ENNA;171321;187474;-1080;0;-167;5406;-22806
SICILIA;2004;ASL MESSINA;683357;778353;-2094;0;-5718;18286;-121094
SICILIA;2004;ASL PALERMO;1064811;1238759;-6142;0;-21333;22207;-223630
SICILIA;2004;ASL RAGUSA;283991;315721;-1779;0;-5321;9324;-48154
SICILIA;2004;ASL SIRACUSA;355359;412438;-1167;0;-8357;8832;-75435
SICILIA;2004;ASL TRAPANI;405949;420648;-635;0;248;10597;-25683
SICILIA;2005;ACCENTRATA REGIONALE;395608;395608;0;0;0;0;0
SICILIA;2005;A.R.N. CIVICO DI CRISTINA E M. ASCOLI;313140;304457;-1005;-5;3679;10926;426
SICILIA;2005;AZIENDA OSPEDALIERA GARIBALDI;193563;185222;-530;0;31;7765;77
SICILIA;2005;AZ.OSP.V.EMANUELE FERRAROTTO S.BAMBINO;235546;224393;-406;0;1998;8901;3844
SICILIA;2005;S.ELIA;83535;79947;-95;0;48;3437;104
SICILIA;2005;CANNIZZARO;148253;138742;-444;0;-2282;5302;1483
SICILIA;2005;PAPARDO;111448;98401;-624;0;-5145;4375;2903
SICILIA;2005;VILLA SOFIA E CTO;131552;125708;-277;0;1428;6086;909
SICILIA;2005;S. GIOVANNI DI DIO;69833;66467;-748;0;144;2686;76
SICILIA;2005;GRAVINA;77125;74799;640;0;374;3318;22
SICILIA;2005;UMBERTO I;59080;53971;-281;0;-1751;2729;348
SICILIA;2005;AZIENDA OSPEDALIERA VITTORIO EMANUELE;39366;36518;-104;0;94;1713;1125
SICILIA;2005;PIEMONTE;59192;54601;-472;0;-347;2878;894
SICILIA;2005;CERVELLO;112092;106189;-717;0;-830;4356;0
SICILIA;2005;OSPEDALE CIVILE - M. P. AREZZO;85784;83331;-124;0;37;3628;-1262
SICILIA;2005;UMBERTO I;87291;83159;-111;0;83;4093;11
SICILIA;2005;S. ANTONIO ABATE;71107;67837;0;0;-151;3081;38
SICILIA;2005;OSPEDALI CIVILI RIUNITI DI SCIACCA;58235;55545;-34;0;-142;1981;533
SICILIA;2005;CONSOLIDATO REGIONALE;8012199;7763633;-29677;-5;-23916;198175;-3207
SICILIA;2005;AGRIGENTO;430820;425541;-812;0;4448;8854;61
SICILIA;2005;CALTANISSETTA;241108;235788;-558;0;1264;6026;0
SICILIA;2005;CATANIA;1094758;1072887;-4463;0;-1366;16042;0
SICILIA;2005;ENNA;202957;194737;-1237;0;-1684;5291;8
SICILIA;2005;MESSINA;833442;805904;-2776;0;-4477;20108;177
SICILIA;2005;PALERMO;1242430;1208922;-8093;0;-3307;22047;61
SICILIA;2005;RAGUSA;335613;322761;-2686;0;-986;9178;2
SICILIA;2005;SIRACUSA;431021;419920;-2081;0;500;9481;39
SICILIA;2005;TRAPANI;451065;436084;-1021;0;-3557;10374;29
SICILIA;2008;ACCENTRATA REGIONALE;463117;463117;0;0;0;0;0
SICILIA;2008;A.R.N. CIVICO DI CRISTINA E M. ASCOLI;291240;312332;-3238;0;-431;11790;-36551
SICILIA;2008;AZIENDA OSPEDALIERA GARIBALDI;213333;210939;-2642;0;-942;8631;-9821
SICILIA;2008;AZ.OSP.V.EMANUELE FERRAROTTO S.BAMBINO;235014;239794;-1683;0;1053;9431;-14841
SICILIA;2008;S.ELIA;87226;83339;-43;0;326;3769;401
SICILIA;2008;CANNIZZARO;164563;157901;-1420;0;-747;5649;-1154
SICILIA;2008;PAPARDO;108515;102846;-1540;0;493;4618;4
SICILIA;2008;VILLA SOFIA E CTO;115324;135511;-290;0;1394;6294;-25377
SICILIA;2008;S. GIOVANNI DI DIO;72852;68700;-594;0;217;3572;203
SICILIA;2008;GRAVINA;69334;72265;3;0;114;3474;-6288
SICILIA;2008;UMBERTO I;55211;60524;-1017;0;-135;3182;-9647
SICILIA;2008;AZIENDA OSPEDALIERA VITTORIO EMANUELE;40614;39779;-41;0;1939;1879;854
SICILIA;2008;PIEMONTE;49227;57806;-496;0;-888;2910;-12873
SICILIA;2008;CERVELLO;126910;117885;-1661;0;-2726;4478;160
SICILIA;2008;OSPEDALE CIVILE - M. P. AREZZO;93692;89986;-442;0;659;3672;251
SICILIA;2008;UMBERTO I;92114;87517;-681;0;1436;4038;1314
SICILIA;2008;S. ANTONIO ABATE;80193;76156;-2;0;690;3328;1397
SICILIA;2008;OSPEDALI CIVILI RIUNITI DI SCIACCA;63307;60337;-497;786;-1075;2155;29
SICILIA;2008;POLICLINICO UNIVERSITARIO `P.GIACCONE`;192469;182130;-1245;0;-1530;6640;924
SICILIA;2008;POLICLINICO UNIVERSITARIO;165366;160729;-1525;0;-7553;5903;-10344
SICILIA;2008;POLICLINICO DELL`UNIVERSITA` DI CATANIA;94858;90772;-3;0;-1101;2971;11
SICILIA;2008;CONSOLIDATO REGIONALE;8444309;8421758;-89329;786;-44978;220918;-331888
SICILIA;2008;IRCCS CENTRO NEUROLESI BONINO-PULEJO;18429;21103;22;0;-229;649;-3530
SICILIA;2008;AGRIGENTO;645545;641944;-3994;0;-2136;9377;-11906
SICILIA;2008;CALTANISSETTA;403034;394718;-1378;0;4;6124;818
SICILIA;2008;CATANIA;1589834;1635144;-20471;0;-3340;18426;-87547
SICILIA;2008;ENNA;294546;302278;-2473;0;752;5835;-15288
SICILIA;2008;MESSINA;1115678;1121427;-13017;0;-20451;23253;-62470
SICILIA;2008;PALERMO;1806394;1775195;-15916;0;15838;28054;3067
SICILIA;2008;RAGUSA;451421;438408;-2719;0;294;10106;482
SICILIA;2008;SIRACUSA;594052;588388;-6584;0;-2780;9547;-13247
SICILIA;2008;TRAPANI;634998;614799;-3742;0;-4434;11163;860
SICILIA;2009;ACCENTRATA REGIONALE;474406;474406;0;0;0;0;0
SICILIA;2009;AOU PALERMO;202501;194810;-4385;0;-932;6951;-4577
SICILIA;2009;CONSOLIDATO REGIONALE;8627277;8607986;-48931;0;-12531;217007;-259178
SICILIA;2009;AZ.SANITARIA PROV. DI AGRIGENTO;709483;688087;-2046;0;-3508;14762;1080
SICILIA;2009;AZ.SANITARIA PROV. DI CALTANISSETTA;478874;464876;-1256;0;-701;12158;-117
SICILIA;2009;AZ.SANITARIA PROV. DI CATANIA;1675102;1687566;-8020;0;-4448;21741;-46673
SICILIA;2009;AZ.SANITARIA PROVINCIALE DI ENNA;322662;328174;-1674;0;-1477;8714;-17377
SICILIA;2009;AZ.SANITARIA PROVINCIALE DI MESSINA;1129600;1129219;-7486;0;-3280;21591;-31976
SICILIA;2009;AZ.SANITARIA PROV. DI PALERMO;1836513;1817265;-3625;0;9638;24695;566
SICILIA;2009;AZ.SANITARIA PROV. DI RAGUSA;517413;497543;-1493;0;261;13620;5018
SICILIA;2009;AZ.SANITARIA PROV. DI SIRACUSA;642847;632175;-2750;0;-1333;13598;-7009
SICILIA;2009;AZ.SANITARIA PROV. DI TRAPANI;675609;655050;-2339;0;-2560;15098;562
SICILIA;2009;AO CANNIZZARO;163477;161105;-836;0;-768;5692;-4924
SICILIA;2009;AO GARIBALDI;217220;217538;-2308;0;-706;8689;-12021
SICILIA;2009;AOU CATANIA;329167;327789;-1366;0;2008;11821;-9801
SICILIA;2009;AO PAPARDO-PIEMONTE;149055;167319;-1567;0;-1555;7332;-28718
SICILIA;2009;AOU MESSINA;160056;164850;-2712;0;-649;6063;-14218
SICILIA;2009;AO VILLA SOFIA-CERVELLO;249011;264813;-1792;0;826;11979;-28747
SICILIA;2009;AO CIVICO-DI CRISTINA-BENEFRATELLI;281401;319284;-3276;0;-3487;11772;-56418
SICILIA;2010;ACCENTRATA REGIONALE;549865;549865;0;0;0;0;0
SICILIA;2010;AZ.OSP.UNIV.P.GIACCONE;199770;192287;219;0;-811;6860;31
SICILIA;2010;IRCCS Centro Neurolesi 'Bonino Pulejo';19330;20926;-100;0;698;750;-1748
SICILIA;2010;CONSOLIDATO REGIONALE;8916938;8721791;-36308;0;-40421;215961;-97543
SICILIA;2010;AZ.SANITARIA PROV. DI AGRIGENTO;718195;708309;-1592;0;-4446;14695;-10847
SICILIA;2010;AZ.SANITARIA PROV. DI CALTANISSETTA;476210;468414;-748;0;-2153;11843;-6948
SICILIA;2010;AZ.SANITARIA PROV. DI CATANIA;1703760;1685372;-7597;0;-10309;21847;-21365
SICILIA;2010;AZ.SANITARIA PROVINCIALE DI ENNA;338745;333562;-1703;0;-421;8765;-5706
SICILIA;2010;AZ.SANITARIA PROVINCIALE DI MESSINA;1154474;1147833;-5502;0;-4801;22452;-26114
SICILIA;2010;AZ.SANITARIA PROV. DI PALERMO;1858906;1838647;-3985;0;9592;24485;1381
SICILIA;2010;AZ.SANITARIA PROV. DI RAGUSA;511933;489476;-1923;0;-3158;13824;3552
SICILIA;2010;AZ.SANITARIA PROV. DI SIRACUSA;645176;633944;-1921;0;72;14258;-4875
SICILIA;2010;AZ.SANITARIA PROV. DI TRAPANI;705310;670273;-2272;0;-14267;14955;3543
SICILIA;2010;AO per l'emergenza CANNIZZARO;178076;170214;-645;0;-1042;5860;315
SICILIA;2010;ARNAS GARIBALDI;228697;217886;-1571;0;-376;8490;374
SICILIA;2010;A.O.U. POLICLINICO - VITTORIO EMANUELE;350907;339262;-1511;0;-2485;12259;-4610
SICILIA;2010;A.O.PAPARDO-PIEMONTE;167061;161811;-1036;0;-3709;7058;-6553
SICILIA;2010;Azienda Osp. Univ. G. Martino;175960;167943;-832;0;-979;6176;30
SICILIA;2010;A.O.R Villa Sofia Cervello;276724;266775;-1494;0;-1262;9967;-2774
SICILIA;2010;Azienda Ospedaliera 'Civico-Di Cristina-;314184;310551;-2095;0;-3652;11417;-13531
ABRUZZO;2002;ASL AVEZZANO/SULMONA;287355;322973;-389;2389;-4455;7523;-45596
ABRUZZO;2002;ASL CHIETI;327071;354454;-388;0;-918;7168;-35857
ABRUZZO;2002;ASL LANCIANO/VASTO;294535;308289;-903;0;926;7674;-21405
ABRUZZO;2002;ASL L'AQUILA;193137;192582;-280;0;1;6008;-5732
ABRUZZO;2002;ASL PESCARA;454625;479758;-386;0;-72;10873;-36464
ABRUZZO;2002;ASL TERAMO;393323;408555;-29;0;3376;10229;-22114
ABRUZZO;2003;ACCENTRATA REGIONALE;15411;15411;0;0;0;0;0
ABRUZZO;2003;ASL AVEZZANO/SULMONA;305860;325354;-602;0;-18340;7257;-45693
ABRUZZO;2003;ASL CHIETI;344499;378292;-766;0;-23598;7682;-65839
ABRUZZO;2003;ASL LANCIANO/VASTO;303900;322464;-1357;0;-851;7686;-28458
ABRUZZO;2003;ASL L'AQUILA;194977;196948;-582;0;-91;5225;-7869
ABRUZZO;2003;ASL PESCARA;472547;499111;-519;0;-32697;11322;-71102
ABRUZZO;2003;ASL TERAMO;405832;421555;-536;0;-5459;10619;-32337
ABRUZZO;2003;CONSOLIDATO REGIONALE;1885654;2001763;-4362;0;-81036;49791;-251298
ABRUZZO;2001;ASL AVEZZANO/SULMONA;273225;291707;-409;-3127;12041;6769;-16746
ABRUZZO;2001;ASL CHIETI;292749;330856;-260;0;1748;7068;-43687
ABRUZZO;2001;ASL LANCIANO/VASTO;261727;291795;-505;0;-3177;7190;-40940
ABRUZZO;2001;ASL L'AQUILA;177859;183854;-7;0;2986;5042;-8058
ABRUZZO;2001;ASL PESCARA;409044;459257;-143;0;-4672;10835;-65863
ABRUZZO;2001;ASL TERAMO;370708;392520;-266;0;14661;10326;-17743
ABRUZZO;2006;ACCENTRATA REGIONALE;34465;22178;-12287;0;0;0;0
ABRUZZO;2006;AVEZZANO/SULMONA;320387;384302;-946;0;5551;8871;-68181
ABRUZZO;2006;CHIETI;340396;424335;-2802;0;12185;9178;-83734
ABRUZZO;2006;LANCIANO/VASTO;309966;356144;-1148;0;3679;8324;-51971
ABRUZZO;2006;L`AQUILA;190997;219191;-520;0;-633;6016;-35363
ABRUZZO;2006;PESCARA;486559;571669;-1321;0;-547;12103;-99081
ABRUZZO;2006;TERAMO;440185;495403;-574;0;5796;11555;-61551
ABRUZZO;2006;CONSOLIDATO REGIONALE;2003760;2349019;-19597;0;26033;56113;-394936
ABRUZZO;2007;ACCENTRATA REGIONALE;58764;58764;0;0;0;0;0
ABRUZZO;2007;AVEZZANO/SULMONA;368565;384162;-2968;0;2071;7847;-24341
ABRUZZO;2007;CHIETI;381762;429454;-4592;0;3651;8481;-57114
ABRUZZO;2007;LANCIANO/VASTO;360286;361722;-2242;0;-4450;8477;-16605
ABRUZZO;2007;L`AQUILA;220649;230413;-1260;0;3750;6223;-13497
ABRUZZO;2007;PESCARA;567755;586973;-4101;0;-1467;11597;-36383
ABRUZZO;2007;TERAMO;517159;514227;-2034;0;-4944;12020;-16066
ABRUZZO;2007;CONSOLIDATO REGIONALE;2354464;2445239;-17197;0;-1389;54645;-164006
ABRUZZO;2004;ACCENTRATA REGIONALE;17533;17533;0;0;0;0;0
ABRUZZO;2004;ASL AVEZZANO/SULMONA;309401;343259;-530;0;1845;7988;-40531
ABRUZZO;2004;ASL CHIETI;348167;395169;-1082;0;-679;7967;-56730
ABRUZZO;2004;ASL LANCIANO/VASTO;306022;328522;-834;0;-902;7926;-32162
ABRUZZO;2004;ASL L'AQUILA;204356;201324;-590;0;2646;5551;-463
ABRUZZO;2004;ASL PESCARA;487707;522429;-1131;0;1437;11143;-45559
ABRUZZO;2004;ASL TERAMO;406118;439181;-308;0;157;10586;-43800
ABRUZZO;2004;CONSOLIDATO REGIONALE;1957710;2063325;-4475;0;4506;51161;-156745
ABRUZZO;2005;ACCENTRATA REGIONALE;23480;19356;-4124;0;0;0;0
ABRUZZO;2005;AVEZZANO/SULMONA;316477;379713;-1218;0;-14278;7653;-86385
ABRUZZO;2005;CHIETI;335526;412321;-1448;0;-9779;8644;-96666
ABRUZZO;2005;LANCIANO/VASTO;309099;354415;-1431;0;-10247;8547;-65541
ABRUZZO;2005;L`AQUILA;182153;214507;-1027;0;-9048;5485;-47914
ABRUZZO;2005;PESCARA;485760;546339;-754;0;-7117;11902;-80352
ABRUZZO;2005;TERAMO;419492;489230;-367;0;-15040;11255;-96400
ABRUZZO;2005;CONSOLIDATO REGIONALE;1949235;2288359;-10369;0;-65628;53411;-468532
ABRUZZO;2008;ACCENTRATA REGIONALE;66709;66709;0;0;0;0;0
ABRUZZO;2008;AVEZZANO/SULMONA;375654;388378;-2629;0;-6244;7068;-28665
ABRUZZO;2008;CHIETI;385873;414050;-108;0;-7979;8760;-45024
ABRUZZO;2008;LANCIANO/VASTO;377756;368367;-1802;0;893;8508;-28
ABRUZZO;2008;L`AQUILA;225672;234144;-1056;0;-777;6606;-16911
ABRUZZO;2008;PESCARA;584483;594134;-2611;0;-8410;11689;-32361
ABRUZZO;2008;TERAMO;529980;509919;-1684;0;-6349;12038;-10
ABRUZZO;2008;CONSOLIDATO REGIONALE;2430499;2460011;-9890;0;-31471;54669;-125542
ABRUZZO;2009;ACCENTRATA REGIONALE;68460;68460;0;0;0;0;0
ABRUZZO;2009;AVEZZANO/SULMONA;386571;400780;-3636;0;1655;8210;-24400
ABRUZZO;2009;CHIETI;401661;437824;-620;0;-2374;8703;-47860
ABRUZZO;2009;LANCIANO/VASTO;388854;378434;-1028;0;944;8917;1419
ABRUZZO;2009;L`AQUILA;207241;250179;-974;0;46089;6003;-3826
ABRUZZO;2009;PESCARA;627132;624087;-232;0;-4133;12289;-13609
ABRUZZO;2009;TERAMO;561424;539907;-965;0;-11428;12938;-3814
ABRUZZO;2009;CONSOLIDATO REGIONALE;2459662;2518027;-7455;0;25899;57060;-96981
ABRUZZO;2010;ACCENTRATA REGIONALE;34166;34166;0;0;0;0;0
ABRUZZO;2010;CONSOLIDATO REGIONALE;2535378;2504798;-2390;0;-2930;57639;-32379
ABRUZZO;2010;AVEZZANO/SULMONA/L'AQUILA;617037;630807;-780;0;-57;13996;-28603
ABRUZZO;2010;LANCIANO/VASTO/CHIETI;790262;775724;-369;0;-7662;17982;-11475
ABRUZZO;2010;PESCARA;659708;643682;-346;0;4273;12626;7327
ABRUZZO;2010;TERAMO;591131;576940;-895;0;335;13035;596
PUGLIA;2002;A.O. OSPEDALE CONSORZIALE POLICLINICO;269310;279575;-2017;0;-624;10533;-23439
PUGLIA;2002;A.O. OSPEDALE SS. ANNUNZIATA;112418;133161;-2272;0;-216;5218;-28449
PUGLIA;2002;ASL BA/1;292375;287122;-299;0;-2290;6899;-4235
PUGLIA;2002;ASL BA/2;383776;386260;-935;0;153;7491;-10757
PUGLIA;2002;ASL BA/3;337455;335790;-26;0;-255;3694;-2310
PUGLIA;2002;ASL BA/4;763857;757310;-1175;0;-3857;9810;-8295
PUGLIA;2002;ASL BA/5;311087;316991;-93;0;-4817;7287;-18101
PUGLIA;2002;ASL BR/1;475874;484614;-92;0;-5674;8010;-22516
PUGLIA;2002;ASL FG/1;395452;406586;-145;0;-3775;4512;-19566
PUGLIA;2002;ASL FG/2;245071;244909;-113;0;614;3447;-2784
PUGLIA;2002;ASL FG/3;333465;341549;-79;0;1910;4006;-10259
PUGLIA;2002;ASL LE/1;576032;557267;-523;0;-7985;10601;-344
PUGLIA;2002;ASL LE/2;438826;450220;-636;0;-279;10524;-22833
PUGLIA;2002;ASL TA/1;686056;723422;-1022;0;-5579;11347;-55314
PUGLIA;2002;A.O. V. FAZZI;102889;106973;-130;0;-316;4299;-8829
PUGLIA;2002;A.O. OSPEDALE DI SUMMA BRINDISI;100417;126088;-1902;0;1979;4117;-29711
PUGLIA;2002;AZIENDA OSPEDALIERA DI BARI;100949;115165;-141;0;838;5844;-19363
PUGLIA;2002;A.O. OSPEDALI RIUNITI DI FOGGIA;149273;141664;-37;0;-1178;6394;0
PUGLIA;2003;ACCENTRATA REGIONALE;60409;60409;0;0;0;0;0
PUGLIA;2003;OSPEDALE SAVERIO DEBELLIS;20500;25637;-308;0;3;1164;-6606
PUGLIA;2003;A.O. OSPEDALE CONSORZIALE POLICLINICO;294859;313465;-1077;0;2537;10306;-27452
PUGLIA;2003;A.O. OSPEDALI RIUNITI DI FOGGIA;148423;150313;-50;0;-4317;6090;-12347
PUGLIA;2003;CONSOLIDATO REGIONALE;5449045;5337232;-3796;0;12498;118981;1534
PUGLIA;2003;ASL BA/1;306300;295112;-253;0;451;6925;4461
PUGLIA;2003;ASL BA/2;381750;369747;-151;0;5960;7653;10159
PUGLIA;2003;ASL BA/3;262914;253286;-95;0;-3653;3508;2372
PUGLIA;2003;ASL BA/4;833418;842743;-298;0;8382;14672;-15913
PUGLIA;2003;ASL BA/5;329910;325866;15;0;4063;6892;1230
PUGLIA;2003;ASL BR/1;559243;547957;-155;0;781;11472;440
PUGLIA;2003;ASL FG/1;287572;283201;-32;0;270;4598;11
PUGLIA;2003;ASL FG/2;258180;252225;-87;0;630;3674;2824
PUGLIA;2003;ASL FG/3;356775;357444;-6;0;-2328;3934;-6937
PUGLIA;2003;ASL LE/1;635185;630141;-93;0;3477;14189;-5761
PUGLIA;2003;ASL LE/2;455270;448342;-571;0;-2233;9786;-5662
PUGLIA;2003;ASL TA/1;760343;792720;-942;0;-1522;15455;-50296
PUGLIA;2001;AO OSPEDALE CONSORZIALE POLICLINICO;238069;279951;-587;0;-1310;10730;-54509
PUGLIA;2001;AO OSPEDALE SS. ANNUNZIATA;106611;127421;-303;0;-494;4895;-26502
PUGLIA;2001;ASL BA/1;271454;276457;-623;0;-349;6705;-12680
PUGLIA;2001;ASL BA/2;349380;367605;-96;0;-3146;7334;-28801
PUGLIA;2001;ASL BA/3;319036;328405;-99;0;-622;3630;-13720
PUGLIA;2001;ASL BA/4;695594;754117;-541;0;6079;9744;-62729
PUGLIA;2001;ASL BA/5;283759;307072;-233;0;-1192;7100;-31838
PUGLIA;2001;ASL BR/1;439017;460588;-187;0;-1475;7934;-31167
